sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
;21;Session genius.core.session.Session@1e1b1a6c failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;BoulwareNegotiationParty;ABMPAgent2;ExampleAgent;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;21;Session genius.core.session.Session@3d55827d failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;ExampleAgent;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;18;Session genius.core.session.Session@ee72832 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ExampleAgent;ABMPAgent2;ExampleAgent;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;21;Session genius.core.session.Session@6ab2cf48 failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;ExampleAgent;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;27;Session genius.core.session.Session@24ec00f3 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;25;Session genius.core.session.Session@78ace32 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ImprovedRandomAgent;BoulwareNegotiationParty;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.581;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;ExampleAgent@203;BoulwareNegotiationParty@204;ABMPAgent2@205;BoulwareNegotiationParty@206;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.0;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;27;Session genius.core.session.Session@ee1af6d failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.362;30;;30rounds;Yes;No;4;0.60714;0.84506;0.00000;0.24624;2.99118;BoulwareNegotiationParty@211;ImprovedRandomAgent@212;ABMPAgent2@213;BoulwareNegotiationParty@214;0.7250000000000001;0.813972655466302;0.8450642903160794;0.607142275;0.7250000000000001;0.813972655466302;0.8450642903160794;0.607142275;0.7250000000000001;0.813972655466302;0.0;0.607142275;0.0;0.0;0.0;0.0;0.7250000000000001;0.813972655466302;0.8450642903160794;0.607142275;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.427;31;;30rounds;Yes;No;4;0.55952;0.71957;0.15593;0.32493;2.58152;ImprovedRandomAgent@215;ImprovedRandomAgent@216;ABMPAgent2@217;BoulwareNegotiationParty@218;0.6250000000000001;0.7195732575749522;0.6774262560918426;0.5595233500000001;0.6250000000000001;0.7195732575749522;0.6774262560918426;0.5595233500000001;0.6250000000000001;0.7195732575749522;0.0;0.5595233500000001;0.0;0.0;0.0;0.0;0.6250000000000001;0.7195732575749522;0.6774262560918426;0.5595233500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.506;29;;30rounds;Yes;No;4;0.66667;0.76434;0.07483;0.16183;2.86103;ExampleAgent@219;ImprovedRandomAgent@220;ABMPAgent2@221;BoulwareNegotiationParty@222;0.7425;0.7643395831284985;0.6875252038638495;0.6666661;0.7425;0.7643395831284985;0.6875252038638495;0.6666661;0.7425;0.7643395831284985;0.0;0.6666661;0.0;0.0;0.0;0.0;0.7425;0.7643395831284985;0.6875252038638495;0.6666661;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;25;Session genius.core.session.Session@46f58071 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;24;Session genius.core.session.Session@a25bc83 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;BoulwareNegotiationParty;ExampleAgent;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;23;Session genius.core.session.Session@201dddc7 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ImprovedRandomAgent;ExampleAgent;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.570;27;;30rounds;Yes;No;4;0.44665;0.96535;0.00000;0.52916;2.80795;ExampleAgent@235;ExampleAgent@236;ABMPAgent2@237;BoulwareNegotiationParty@238;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;0.5983333333333333;0.44664824406911374;0.0;0.797618275;0.0;0.0;0.0;0.0;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;18;Session genius.core.session.Session@36b9b843 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ABMPAgent2;ExampleAgent;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;16;Session genius.core.session.Session@fc1d6d8 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;BoulwareNegotiationParty;ABMPAgent2;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;15;Session genius.core.session.Session@37d4da82 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;17;Session genius.core.session.Session@2b83befd failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ExampleAgent;ABMPAgent2;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;13;Session genius.core.session.Session@197ea43c failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;ABMPAgent2;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.347;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;BoulwareNegotiationParty@259;BoulwareNegotiationParty@260;BoulwareNegotiationParty@261;ImprovedRandomAgent@262;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.366;29;;30rounds;Yes;No;4;0.52674;0.76417;0.08512;0.32617;2.81130;ImprovedRandomAgent@263;BoulwareNegotiationParty@264;BoulwareNegotiationParty@265;ImprovedRandomAgent@266;0.7641666666666665;0.5267433569705693;0.7584855523772734;0.7619041;0.7641666666666665;0.5267433569705693;0.7584855523772734;0.7619041;0.7641666666666665;0.5267433569705693;0.7584855523772734;0.7619041;0.0;0.0;0.0;0.0;0.7641666666666665;0.5267433569705693;0.7584855523772734;0.7619041;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.468;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;ExampleAgent@267;BoulwareNegotiationParty@268;BoulwareNegotiationParty@269;ImprovedRandomAgent@270;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;19;Session genius.core.session.Session@5339b0b9 failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.377;31;;30rounds;Yes;No;4;0.28188;0.94601;0.06013;0.64439;2.62504;BoulwareNegotiationParty@275;ImprovedRandomAgent@276;BoulwareNegotiationParty@277;ImprovedRandomAgent@278;0.6233333333333334;0.28188085851656175;0.9460127017706962;0.773808775;0.6233333333333334;0.28188085851656175;0.9460127017706962;0.773808775;0.6233333333333334;0.28188085851656175;0.9460127017706962;0.773808775;0.0;0.0;0.0;0.0;0.6233333333333334;0.28188085851656175;0.9460127017706962;0.773808775;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.400;31;;30rounds;Yes;No;4;0.48970;0.76917;0.10441;0.36169;2.68772;ImprovedRandomAgent@279;ImprovedRandomAgent@280;BoulwareNegotiationParty@281;ImprovedRandomAgent@282;0.7691666666666667;0.48969873767082306;0.714569838184238;0.7142851000000001;0.7691666666666667;0.48969873767082306;0.714569838184238;0.7142851000000001;0.7691666666666667;0.48969873767082306;0.714569838184238;0.7142851000000001;0.0;0.0;0.0;0.0;0.7691666666666667;0.48969873767082306;0.714569838184238;0.7142851000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.589;31;;30rounds;Yes;No;4;0.49296;0.93460;0.00000;0.47056;2.83078;ExampleAgent@283;ImprovedRandomAgent@284;BoulwareNegotiationParty@285;ImprovedRandomAgent@286;0.6174999999999999;0.4929604827427872;0.9346031500627052;0.78571355;0.6174999999999999;0.4929604827427872;0.9346031500627052;0.78571355;0.6174999999999999;0.4929604827427872;0.9346031500627052;0.78571355;0.0;0.0;0.0;0.0;0.6174999999999999;0.4929604827427872;0.9346031500627052;0.78571355;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;19;Session genius.core.session.Session@4d6e4d48 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.546;28;;30rounds;Yes;No;4;0.59214;0.86191;0.00000;0.30053;2.99013;BoulwareNegotiationParty@291;ExampleAgent@292;BoulwareNegotiationParty@293;ImprovedRandomAgent@294;0.7741666666666667;0.5921410847116175;0.8619140878539074;0.76190405;0.7741666666666667;0.5921410847116175;0.8619140878539074;0.76190405;0.7741666666666667;0.5921410847116175;0.8619140878539074;0.76190405;0.0;0.0;0.0;0.0;0.7741666666666667;0.5921410847116175;0.8619140878539074;0.76190405;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.514;31;;30rounds;No;No;3;0.00000;0.00000;1.36280;1.58071;0.00000;ImprovedRandomAgent@295;ExampleAgent@296;BoulwareNegotiationParty@297;ImprovedRandomAgent@298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.808;31;;30rounds;No;No;3;0.00000;0.00000;1.36280;1.58071;0.00000;ExampleAgent@299;ExampleAgent@300;BoulwareNegotiationParty@301;ImprovedRandomAgent@302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;19;Session genius.core.session.Session@13a4b0a failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ExampleAgent;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.345;26;;30rounds;Yes;No;4;0.39908;0.89154;0.00000;0.49808;2.87610;BoulwareNegotiationParty@307;ABMPAgent2@308;BoulwareNegotiationParty@309;ImprovedRandomAgent@310;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;0.7283333333333334;0.0;0.8915385873292463;0.857142025;0.0;0.0;0.0;0.0;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;7;Session genius.core.session.Session@7d308b9 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;18;Session genius.core.session.Session@645355c5 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ExampleAgent;ABMPAgent2;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;9;Session genius.core.session.Session@18604f04 failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;BoulwareNegotiationParty;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.416;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;BoulwareNegotiationParty@323;BoulwareNegotiationParty@324;ImprovedRandomAgent@325;ImprovedRandomAgent@326;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.405;31;;30rounds;Yes;No;4;0.31108;0.75025;0.20380;0.58634;2.37918;ImprovedRandomAgent@327;BoulwareNegotiationParty@328;ImprovedRandomAgent@329;ImprovedRandomAgent@330;0.5916666666666667;0.3110764024264151;0.7502461740901459;0.7261898000000001;0.5916666666666667;0.3110764024264151;0.7502461740901459;0.7261898000000001;0.5916666666666667;0.3110764024264151;0.7502461740901459;0.7261898000000001;0.0;0.0;0.0;0.0;0.5916666666666667;0.3110764024264151;0.7502461740901459;0.7261898000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.596;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;ExampleAgent@331;BoulwareNegotiationParty@332;ImprovedRandomAgent@333;ImprovedRandomAgent@334;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;5;Session genius.core.session.Session@32c5dbc4 failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.366;31;;30rounds;Yes;No;4;0.25728;0.77381;0.12626;0.59534;2.51833;BoulwareNegotiationParty@339;ImprovedRandomAgent@340;ImprovedRandomAgent@341;ImprovedRandomAgent@342;0.7275000000000001;0.257277563582501;0.7597432937255331;0.7738088250000001;0.7275000000000001;0.257277563582501;0.7597432937255331;0.7738088250000001;0.7275000000000001;0.257277563582501;0.7597432937255331;0.7738088250000001;0.0;0.0;0.0;0.0;0.7275000000000001;0.257277563582501;0.7597432937255331;0.7738088250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.383;31;;30rounds;Yes;No;4;0.68493;0.88167;0.00000;0.16221;3.05710;ImprovedRandomAgent@343;ImprovedRandomAgent@344;ImprovedRandomAgent@345;ImprovedRandomAgent@346;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;0.0;0.0;0.0;0.0;0.8816666666666667;0.6849303286683233;0.7166903495694148;0.7738088500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.543;31;;30rounds;Yes;No;4;0.47238;0.83871;0.07083;0.47108;2.64715;ExampleAgent@347;ImprovedRandomAgent@348;ImprovedRandomAgent@349;ImprovedRandomAgent@350;0.5741666666666666;0.47237523206187215;0.838706295732853;0.7619040749999999;0.5741666666666666;0.47237523206187215;0.838706295732853;0.7619040749999999;0.5741666666666666;0.47237523206187215;0.838706295732853;0.7619040749999999;0.0;0.0;0.0;0.0;0.5741666666666666;0.47237523206187215;0.838706295732853;0.7619040749999999;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;4;Session genius.core.session.Session@3775eb95 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.468;30;;30rounds;Yes;No;4;0.44888;0.79762;0.17612;0.54974;2.44446;BoulwareNegotiationParty@355;ExampleAgent@356;ImprovedRandomAgent@357;ImprovedRandomAgent@358;0.4525;0.4488781471998949;0.7454594217931404;0.7976183250000001;0.4525;0.4488781471998949;0.7454594217931404;0.7976183250000001;0.4525;0.4488781471998949;0.7454594217931404;0.7976183250000001;0.0;0.0;0.0;0.0;0.4525;0.4488781471998949;0.7454594217931404;0.7976183250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.433;27;;30rounds;Yes;No;4;0.52132;0.86838;0.00000;0.36931;2.95422;ImprovedRandomAgent@359;ExampleAgent@360;ImprovedRandomAgent@361;ImprovedRandomAgent@362;0.755;0.5213201803361135;0.8683802901360325;0.8095230250000001;0.755;0.5213201803361135;0.8683802901360325;0.8095230250000001;0.755;0.5213201803361135;0.8683802901360325;0.8095230250000001;0.0;0.0;0.0;0.0;0.755;0.5213201803361135;0.8683802901360325;0.8095230250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.516;19;;30rounds;Yes;No;4;0.56124;0.83794;0.00000;0.36153;2.89085;ExampleAgent@363;ExampleAgent@364;ImprovedRandomAgent@365;ImprovedRandomAgent@366;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.0;0.0;0.0;0.0;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;3;Session genius.core.session.Session@5c11429c failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ExampleAgent;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.322;26;;30rounds;Yes;No;4;0.39908;0.89154;0.00000;0.49808;2.87610;BoulwareNegotiationParty@371;ABMPAgent2@372;ImprovedRandomAgent@373;ImprovedRandomAgent@374;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;0.7283333333333334;0.0;0.8915385873292463;0.857142025;0.0;0.0;0.0;0.0;0.7283333333333334;0.3990824259572302;0.8915385873292463;0.857142025;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
