sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
;8;Session genius.core.session.Session@52269e6e failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;18;Session genius.core.session.Session@5cbd703 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ExampleAgent;ABMPAgent2;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@7b6a4ecd failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;ImprovedRandomAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.449;27;;30rounds;Yes;No;4;0.66228;0.80583;0.08023;0.15689;2.92228;BoulwareNegotiationParty@387;BoulwareNegotiationParty@388;ExampleAgent@389;ImprovedRandomAgent@390;0.8058333333333333;0.6922650993147845;0.6622766937934446;0.7619041000000001;0.8058333333333333;0.6922650993147845;0.6622766937934446;0.7619041000000001;0.8058333333333333;0.6922650993147845;0.6622766937934446;0.7619041000000001;0.0;0.0;0.0;0.0;0.8058333333333333;0.6922650993147845;0.6622766937934446;0.7619041000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.548;31;;30rounds;No;No;3;0.00000;0.00000;1.36280;1.58071;0.00000;ImprovedRandomAgent@391;BoulwareNegotiationParty@392;ExampleAgent@393;ImprovedRandomAgent@394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.637;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;ExampleAgent@395;BoulwareNegotiationParty@396;ExampleAgent@397;ImprovedRandomAgent@398;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;20;Session genius.core.session.Session@7ca5ca4a failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;ExampleAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.577;31;;30rounds;Yes;No;4;0.44665;0.96535;0.00000;0.52916;2.80795;BoulwareNegotiationParty@403;ImprovedRandomAgent@404;ExampleAgent@405;ImprovedRandomAgent@406;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;0.0;0.0;0.0;0.0;0.5983333333333333;0.44664824406911374;0.9653516072900092;0.797618275;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.490;31;;30rounds;Yes;No;4;0.70401;0.84001;0.00000;0.00000;3.15367;ImprovedRandomAgent@407;ImprovedRandomAgent@408;ExampleAgent@409;ImprovedRandomAgent@410;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.0;0.0;0.0;0.0;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.691;31;;30rounds;Yes;No;4;0.18807;0.86905;0.00000;0.66153;2.64544;ExampleAgent@411;ImprovedRandomAgent@412;ExampleAgent@413;ImprovedRandomAgent@414;0.8258333333333333;0.1880729391081331;0.7624882225753092;0.8690468;0.8258333333333333;0.1880729391081331;0.7624882225753092;0.8690468;0.8258333333333333;0.1880729391081331;0.7624882225753092;0.8690468;0.0;0.0;0.0;0.0;0.8258333333333333;0.1880729391081331;0.7624882225753092;0.8690468;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;20;Session genius.core.session.Session@7e1813b1 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;ExampleAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.715;29;;30rounds;Yes;No;4;0.39930;0.77285;0.13171;0.48967;2.56822;BoulwareNegotiationParty@419;ExampleAgent@420;ExampleAgent@421;ImprovedRandomAgent@422;0.6341666666666667;0.39929801761777484;0.7728469992720343;0.7619040749999999;0.6341666666666667;0.39929801761777484;0.7728469992720343;0.7619040749999999;0.6341666666666667;0.39929801761777484;0.7728469992720343;0.7619040749999999;0.0;0.0;0.0;0.0;0.6341666666666667;0.39929801761777484;0.7728469992720343;0.7619040749999999;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.734;28;;30rounds;Yes;No;4;0.49465;0.97500;0.00000;0.38807;2.91530;ImprovedRandomAgent@423;ExampleAgent@424;ExampleAgent@425;ImprovedRandomAgent@426;0.975;0.49464690002105177;0.6123211348649507;0.8333326000000001;0.975;0.49464690002105177;0.6123211348649507;0.8333326000000001;0.975;0.49464690002105177;0.6123211348649507;0.8333326000000001;0.0;0.0;0.0;0.0;0.975;0.49464690002105177;0.6123211348649507;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.652;20;;30rounds;Yes;No;4;0.59308;0.78571;0.09438;0.31132;2.76293;ExampleAgent@427;ExampleAgent@428;ExampleAgent@429;ImprovedRandomAgent@430;0.6491666666666666;0.5930844973459541;0.7349657560022422;0.7857136;0.6491666666666666;0.5930844973459541;0.7349657560022422;0.7857136;0.6491666666666666;0.5930844973459541;0.7349657560022422;0.7857136;0.0;0.0;0.0;0.0;0.6491666666666666;0.5930844973459541;0.7349657560022422;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.961;25;;30rounds;Yes;No;4;0.58633;0.76190;0.14472;0.28942;2.69427;ABMPAgent2@431;ExampleAgent@432;ExampleAgent@433;ImprovedRandomAgent@434;0.7233333333333334;0.5863280386929544;0.6227054874590713;0.7619040750000001;0.7233333333333334;0.5863280386929544;0.6227054874590713;0.7619040750000001;0.0;0.5863280386929544;0.6227054874590713;0.7619040750000001;0.0;0.0;0.0;0.0;0.7233333333333334;0.5863280386929544;0.6227054874590713;0.7619040750000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.654;24;;30rounds;Yes;No;4;0.39096;0.84524;0.05792;0.45507;2.76920;BoulwareNegotiationParty@435;ABMPAgent2@436;ExampleAgent@437;ImprovedRandomAgent@438;0.82;0.39095586957842454;0.7130047414918084;0.8452373250000002;0.82;0.39095586957842454;0.7130047414918084;0.8452373250000002;0.82;0.0;0.7130047414918084;0.8452373250000002;0.0;0.0;0.0;0.0;0.82;0.39095586957842454;0.7130047414918084;0.8452373250000002;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;12;Session genius.core.session.Session@6e0f699f failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;ExampleAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;18;Session genius.core.session.Session@7465c29b failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ExampleAgent;ABMPAgent2;ExampleAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@7fda4c99 failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;ExampleAgent;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;24;Session genius.core.session.Session@11955732 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;29;Session genius.core.session.Session@4c8f3591 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;BoulwareNegotiationParty;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.688;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;ExampleAgent@459;BoulwareNegotiationParty@460;ABMPAgent2@461;ImprovedRandomAgent@462;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.0;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;8;Session genius.core.session.Session@62a5a17d failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.614;31;;30rounds;Yes;No;4;0.37479;0.79762;0.13733;0.50956;2.55514;BoulwareNegotiationParty@467;ImprovedRandomAgent@468;ABMPAgent2@469;ImprovedRandomAgent@470;0.6341666666666667;0.37478935191594437;0.7485647443268553;0.797618325;0.6341666666666667;0.37478935191594437;0.7485647443268553;0.797618325;0.6341666666666667;0.37478935191594437;0.0;0.797618325;0.0;0.0;0.0;0.0;0.6341666666666667;0.37478935191594437;0.7485647443268553;0.797618325;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;31;Session genius.core.session.Session@26ea65af failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ImprovedRandomAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.746;31;;30rounds;Yes;No;4;0.39860;0.75000;0.15520;0.48591;2.49172;ExampleAgent@475;ImprovedRandomAgent@476;ABMPAgent2@477;ImprovedRandomAgent@478;0.6341666666666667;0.39860086111766074;0.7089545448743204;0.7499993250000001;0.6341666666666667;0.39860086111766074;0.7089545448743204;0.7499993250000001;0.6341666666666667;0.39860086111766074;0.0;0.7499993250000001;0.0;0.0;0.0;0.0;0.6341666666666667;0.39860086111766074;0.7089545448743204;0.7499993250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;7;Session genius.core.session.Session@15f05d16 failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;21;Session genius.core.session.Session@26103568 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;BoulwareNegotiationParty;ExampleAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;19;Session genius.core.session.Session@615de17 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ExampleAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;20;Session genius.core.session.Session@6c7bdae8 failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ExampleAgent;ExampleAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;8;Session genius.core.session.Session@7ab1158a failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ExampleAgent;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;16;Session genius.core.session.Session@73c33acc failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;BoulwareNegotiationParty;ABMPAgent2;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;7;Session genius.core.session.Session@39a1902d failed: Failed to execute protocol: null:[C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ImprovedRandomAgent;ABMPAgent2;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.367;18;;30rounds;Yes;No;4;0.41556;0.87994;0.00000;0.47160;2.85776;ExampleAgent@507;ABMPAgent2@508;ABMPAgent2@509;ImprovedRandomAgent@510;0.7408333333333333;0.4155591645124853;0.8799352440176585;0.8214277750000001;0.7408333333333333;0.4155591645124853;0.8799352440176585;0.8214277750000001;0.7408333333333333;0.0;0.0;0.8214277750000001;0.0;0.0;0.0;0.0;0.7408333333333333;0.4155591645124853;0.8799352440176585;0.8214277750000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;7;Session genius.core.session.Session@b6bf829 failed: Failed to execute protocol: null:[agents.ABMPAgent2, agents.ABMPAgent2, agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ABMPAgent2;ABMPAgent2;ImprovedRandomAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.495;29;;30rounds;Yes;No;4;0.58505;0.78571;0.05877;0.35744;2.73769;BoulwareNegotiationParty@515;BoulwareNegotiationParty@516;BoulwareNegotiationParty@517;ExampleAgent@518;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.595;0.5850525701993788;0.7719269225810125;0.7857136;0.0;0.0;0.0;0.0;0.595;0.5850525701993788;0.7719269225810125;0.7857136;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.756;28;;30rounds;Yes;No;4;0.60714;0.85774;0.00000;0.29739;2.89461;ImprovedRandomAgent@519;BoulwareNegotiationParty@520;BoulwareNegotiationParty@521;ExampleAgent@522;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.0;0.0;0.0;0.0;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.892;28;;30rounds;Yes;No;4;0.60714;0.85774;0.00000;0.29739;2.89461;ExampleAgent@523;BoulwareNegotiationParty@524;BoulwareNegotiationParty@525;ExampleAgent@526;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;0.0;0.0;0.0;0.0;0.7708333333333334;0.6588887341087437;0.8577432019496707;0.6071422750000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;21;Session genius.core.session.Session@45d5479 failed: Failed to execute protocol: null:[agents.ABMPAgent2, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;BoulwareNegotiationParty;BoulwareNegotiationParty;ExampleAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.613;28;;30rounds;Yes;No;4;0.46429;0.80175;0.08663;0.40264;2.66025;BoulwareNegotiationParty@531;ImprovedRandomAgent@532;BoulwareNegotiationParty@533;ExampleAgent@534;0.5983333333333334;0.8017469227611616;0.7958796312754581;0.464285275;0.5983333333333334;0.8017469227611616;0.7958796312754581;0.464285275;0.5983333333333334;0.8017469227611616;0.7958796312754581;0.464285275;0.0;0.0;0.0;0.0;0.5983333333333334;0.8017469227611616;0.7958796312754581;0.464285275;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.630;29;;30rounds;Yes;No;4;0.58333;0.80463;0.11531;0.22057;2.77927;ImprovedRandomAgent@535;ImprovedRandomAgent@536;BoulwareNegotiationParty@537;ExampleAgent@538;0.755;0.8046278308854702;0.6363116610997269;0.58333285;0.755;0.8046278308854702;0.6363116610997269;0.58333285;0.755;0.8046278308854702;0.6363116610997269;0.58333285;0.0;0.0;0.0;0.0;0.755;0.8046278308854702;0.6363116610997269;0.58333285;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.751;30;;30rounds;Yes;No;4;0.68833;0.73180;0.07831;0.19643;2.82272;ExampleAgent@539;ImprovedRandomAgent@540;BoulwareNegotiationParty@541;ExampleAgent@542;0.6883333333333334;0.7317989902800928;0.7002041154974408;0.70238035;0.6883333333333334;0.7317989902800928;0.7002041154974408;0.70238035;0.6883333333333334;0.7317989902800928;0.7002041154974408;0.70238035;0.0;0.0;0.0;0.0;0.6883333333333334;0.7317989902800928;0.7002041154974408;0.70238035;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;19;Session genius.core.session.Session@6706b4fa failed: Failed to execute protocol: null:[agents.ABMPAgent2, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ImprovedRandomAgent.class, negotiator.parties.BoulwareNegotiationParty, C:\Users\sstoi\IdeaProjects\Intelligent-Agent\out\production\Intelligent-Agent\group10\ExampleAgent.class];30rounds;No;;0;;;;;;ABMPAgent2;ImprovedRandomAgent;BoulwareNegotiationParty;ExampleAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0.805;25;;30rounds;Yes;No;4;0.26818;0.80428;0.09547;0.58422;2.59746;BoulwareNegotiationParty@547;ExampleAgent@548;BoulwareNegotiationParty@549;ExampleAgent@550;0.775;0.2681793500684224;0.804283425383168;0.7499993;0.775;0.2681793500684224;0.804283425383168;0.7499993;0.775;0.2681793500684224;0.804283425383168;0.7499993;0.0;0.0;0.0;0.0;0.775;0.2681793500684224;0.804283425383168;0.7499993;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.614;27;;30rounds;Yes;No;4;0.45335;0.76083;0.11979;0.40066;2.60346;ImprovedRandomAgent@551;ExampleAgent@552;BoulwareNegotiationParty@553;ExampleAgent@554;0.7608333333333335;0.453346889197145;0.6868965288899961;0.702380325;0.7608333333333335;0.453346889197145;0.6868965288899961;0.702380325;0.7608333333333335;0.453346889197145;0.6868965288899961;0.702380325;0.0;0.0;0.0;0.0;0.7608333333333335;0.453346889197145;0.6868965288899961;0.702380325;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0.914;26;;30rounds;Yes;No;4;0.45500;0.77521;0.08731;0.41431;2.68271;ExampleAgent@555;ExampleAgent@556;BoulwareNegotiationParty@557;ExampleAgent@558;0.7025;0.4549984262455632;0.7752144181409835;0.7499993250000001;0.7025;0.4549984262455632;0.7752144181409835;0.7499993250000001;0.7025;0.4549984262455632;0.7752144181409835;0.7499993250000001;0.0;0.0;0.0;0.0;0.7025;0.4549984262455632;0.7752144181409835;0.7499993250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
